1830
203410	145965
203410	203643
203410	145348
203410	203477
203410	203499
203410	203637
203410	196257
203410	196264
203410	214617
203410	196258
203410	196530
203410	196555
203410	214885
203410	202199
203410	196278
203410	196318
203410	196312
203410	196311
203410	196384
203410	196279
203410	214330
203410	214382
203410	203420
203410	202628
203410	202403
203410	214312
203410	202982
203410	202975
203410	202936
203410	202474
203410	144649
203410	144647
203410	144622
203410	144644
203410	196702
203410	196701
203410	196706
203410	196705
203410	196411
203410	196409
203410	196362
203410	195568
203410	196708
203410	142094
203410	144676
203410	144768
203410	144761
203410	144727
203410	144707
203410	144705
203410	144686
203410	144684
203410	144683
203410	144679
203410	144709
203410	144757
203410	144623
203410	144626
203410	203409
203410	214385
145965	203643
145965	145348
145965	203477
145965	203499
145965	203637
145965	196257
145965	196264
145965	214617
145965	196258
145965	196530
145965	196555
145965	214885
145965	202199
145965	196278
145965	196318
145965	196312
145965	196311
145965	196384
145965	196279
145965	214330
145965	214382
145965	203420
145965	202628
145965	202403
145965	214312
145965	202982
145965	202975
145965	202936
145965	202474
145965	144649
145965	144647
145965	144622
145965	144644
145965	196702
145965	196701
145965	196706
145965	196705
145965	196411
145965	196409
145965	196362
145965	195568
145965	196708
145965	142094
145965	144676
145965	144768
145965	144761
145965	144727
145965	144707
145965	144705
145965	144686
145965	144684
145965	144683
145965	144679
145965	144709
145965	144757
145965	144623
145965	144626
145965	203409
145965	214385
203643	145348
203643	203477
203643	203499
203643	203637
203643	196257
203643	196264
203643	214617
203643	196258
203643	196530
203643	196555
203643	214885
203643	202199
203643	196278
203643	196318
203643	196312
203643	196311
203643	196384
203643	196279
203643	214330
203643	214382
203643	203420
203643	202628
203643	202403
203643	214312
203643	202982
203643	202975
203643	202936
203643	202474
203643	144649
203643	144647
203643	144622
203643	144644
203643	196702
203643	196701
203643	196706
203643	196705
203643	196411
203643	196409
203643	196362
203643	195568
203643	196708
203643	142094
203643	144676
203643	144768
203643	144761
203643	144727
203643	144707
203643	144705
203643	144686
203643	144684
203643	144683
203643	144679
203643	144709
203643	144757
203643	144623
203643	144626
203643	203409
203643	214385
145348	203477
145348	203499
145348	203637
145348	196257
145348	196264
145348	214617
145348	196258
145348	196530
145348	196555
145348	214885
145348	202199
145348	196278
145348	196318
145348	196312
145348	196311
145348	196384
145348	196279
145348	214330
145348	214382
145348	203420
145348	202628
145348	202403
145348	214312
145348	202982
145348	202975
145348	202936
145348	202474
145348	144649
145348	144647
145348	144622
145348	144644
145348	196702
145348	196701
145348	196706
145348	196705
145348	196411
145348	196409
145348	196362
145348	195568
145348	196708
145348	142094
145348	144676
145348	144768
145348	144761
145348	144727
145348	144707
145348	144705
145348	144686
145348	144684
145348	144683
145348	144679
145348	144709
145348	144757
145348	144623
145348	144626
145348	203409
145348	214385
203477	203499
203477	203637
203477	196257
203477	196264
203477	214617
203477	196258
203477	196530
203477	196555
203477	214885
203477	202199
203477	196278
203477	196318
203477	196312
203477	196311
203477	196384
203477	196279
203477	214330
203477	214382
203477	203420
203477	202628
203477	202403
203477	214312
203477	202982
203477	202975
203477	202936
203477	202474
203477	144649
203477	144647
203477	144622
203477	144644
203477	196702
203477	196701
203477	196706
203477	196705
203477	196411
203477	196409
203477	196362
203477	195568
203477	196708
203477	142094
203477	144676
203477	144768
203477	144761
203477	144727
203477	144707
203477	144705
203477	144686
203477	144684
203477	144683
203477	144679
203477	144709
203477	144757
203477	144623
203477	144626
203477	203409
203477	214385
203499	203637
203499	196257
203499	196264
203499	214617
203499	196258
203499	196530
203499	196555
203499	214885
203499	202199
203499	196278
203499	196318
203499	196312
203499	196311
203499	196384
203499	196279
203499	214330
203499	214382
203499	203420
203499	202628
203499	202403
203499	214312
203499	202982
203499	202975
203499	202936
203499	202474
203499	144649
203499	144647
203499	144622
203499	144644
203499	196702
203499	196701
203499	196706
203499	196705
203499	196411
203499	196409
203499	196362
203499	195568
203499	196708
203499	142094
203499	144676
203499	144768
203499	144761
203499	144727
203499	144707
203499	144705
203499	144686
203499	144684
203499	144683
203499	144679
203499	144709
203499	144757
203499	144623
203499	144626
