36
73059	218075
73059	219227
73059	219798
73059	222508
73059	222505
73059	222471
73059	219989
73059	222468
218075	219227
218075	219798
218075	222508
218075	222505
218075	222471
218075	219989
218075	222468
219227	219798
219227	222508
219227	222505
219227	222471
219227	219989
219227	222468
219798	222508
219798	222505
219798	222471
219798	219989
219798	222468
222508	222505
222508	222471
222508	219989
222508	222468
222505	222471
222505	219989
222505	222468
222471	219989
222471	222468
219989	222468
